,s3ic_id,rubrique,regime,alinea,date_autorisation,state,regime_acte,alinea_acte,rubrique_acte,activite,volume,unit
5721,0065.06351,2515,D,b,2004-07-30,En fonctionnement,D,1c,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",150.000,kW
5722,0065.06351,2517,D,2,,En fonctionnement,D,3,2517,Produits minéraux ou déchets non dangereux inertes (transit),6000.000,m2
5723,0065.06353,3230,A,b,,En fonctionnement,,,282,opérations de forgeage,0.000,m
5724,0065.06353,4110,,1,,En fonctionnement,,1,4110,Toxicité aiguë catégorie 1,,
5725,0065.06353,4441,,,,En fonctionnement,,,4441,"Liquides comburants catégorie 1, 2 ou 3.",,
5726,0065.06353,4120,,,,En fonctionnement,,,4120,Toxicité aiguë catégorie 2,,
5727,0065.06353,4140,,,,En fonctionnement,,,4140,Toxicité aiguë catégorie 3 / orale,,
5728,0065.06353,4130,,,,En fonctionnement,,,4130,Toxicité aiguë catégorie 3 / inhalation.,,
5729,0065.06353,4001,A,,,En fonctionnement,A,,4001,Installations présentant un grand nombre de substances,,
5730,0065.06353,4510,,,,En fonctionnement,,,4510,Dangereux pour l’environnement aquatique 1,,
5731,0065.06353,2565,E,a,,En fonctionnement,E,a,2565,Traitement de surface,6600.000,l
5732,0065.06353,4331,,,,En fonctionnement,,,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
5733,0065.06353,254,,A2c,,En fonctionnement,,A2c,254,LIQUIDES INFLAMMABLE 1ERE CAT (DEPOT),0.000,L
5734,0065.06353,2565,E,b,,En fonctionnement,E,b,2565,"Cyanures, volume des cuves supérieur à 200 l",1400.000,l
5735,0065.06353,4150,,,,En fonctionnement,,,4150,Toxicité spécifique pour certains organes cibles,,
5736,0065.06353,2940,D,b,,En fonctionnement,,B1b,405,"Vernis, peinture, colle, ... (application, cuisson, séchage)",0.000,L/j
5737,0065.06353,1130,A,2,,En fonctionnement,,,142,Toxiques (fabrication),0.000,
5738,0065.06353,1130,A,2,,En fonctionnement,,,165,Toxiques (fabrication),0.000,
5739,0065.06353,1630,,,,En fonctionnement,,,1630,Emploi ou stockage de lessives de soude ou de potasse caustique,0.545,t
5740,0065.06353,4110,D,b,,En fonctionnement,D,b,4110,Toxicité aiguë catégorie 1,,
5741,0065.06353,1175,,,,En fonctionnement,,2,251,Organohalogénés (emploi de liquides),0.000,
5742,0065.06356,3110,A,,,En fonctionnement,A,,3110,Combustion,95.720,MW
5743,0065.06356,1432,,2,,En fonctionnement,,2,1432,Liquides inflammables (stockage),1.000,m3
5744,0065.06356,1432,D,b,1985-08-20,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),70.000,m3
5745,0065.06356,1532,D,b,,En fonctionnement,D,3,1532,Stockage bois déclaré,3600.000,m3
5746,0065.06356,1520,A,1,1814-11-23,En fonctionnement,A,1,1520,"Houille, coke,etc (dépôt)",1350.000,t
5747,0065.06356,3110,A,,1985-08-20,En fonctionnement,A,A1,2910,Combustion,95.720,MW
5748,0065.06360,2663,,1,,En fonctionnement,,1,2663,Stockage de pneumatiques alvéolaires ou expansés,150.000,m3
5749,0065.06360,2925,D,1,,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,40.000,kW
5750,0065.06360,1510,E,b,1972-01-01,En fonctionnement,E,2,1510,Entrepot enregistré,163462.000,m3
5751,0065.06360,2663,,2,,En fonctionnement,,2,2663,Stockage de pneumatiques,900.000,m3
5752,0065.06360,1532,,,,En fonctionnement,,,1532,Stockage de bois ou de matériaux analogues,900.000,m3
5753,0065.06360,1530,,,,En fonctionnement,,,1530,"Dépôts de papiers, cartons ou analogues",900.000,m3
5754,0065.06361,2564,D,b,2013-05-16,En fonctionnement,D,3,2564,"Supérieur à 20 l, mais inférieur ou égal à 1500 l ",40.000,L
5755,0065.06361,2565,E,a,2013-05-16,En fonctionnement,A,2a,2565,Traitement de surface,36500.000,L
5756,0065.06365,3110,A,,2007-01-24,En fonctionnement,A,A1,2910,Combustion,80.000,MW
5757,0065.06365,1432,A,a,2001-01-29,En fonctionnement,A,2a,1432,Liquides inflammables (stockage),404.000,m3
5758,0065.06365,3110,A,,2013-11-19,En fonctionnement,A,,3110,Combustion,79.000,MW
5759,0065.06365,1434,A,2,2001-01-29,En fonctionnement,A,2,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,47.000,m3/h
5763,0065.06369,2910,E,1,2007-04-20,En fonctionnement,A,A1,2910,Combustion,36.530,MW
5764,0065.06369,1532,,,2015-04-30,En fonctionnement,,,1532,Stockage de bois ou de matériaux analogues,1000.000,m3
5765,0065.06369,47xx,,,,En fonctionnement,,,47xx,,,
5766,0065.06375,2790,A,,2008-01-03,En fonctionnement,A,1b,2790,Traitement de déchets dangereux,14300.000,
5767,0065.06375,2714,D,2,1999-12-23,En fonctionnement,,B2,98,"déchets non dangereux de papiers, plastiques, bois,… (transit) hors 2710,2711 et 2719",0.000,m3
5768,0065.06375,3510,A,,,En fonctionnement,A,,3510,Traitement de déchets dangereux,65.000,t/j
5769,0065.06375,2713,,,,En fonctionnement,,,2713,"Transit, regroupement ou tri de métaux ou de déchets de métaux non dangereux",100.000,m2
5770,0065.06375,2799,A,,1987-04-22,En fonctionnement,A,,2799,Déchets provenant d'installations nucléaires de base,0.000,
5771,0065.06375,3550,A,,,En fonctionnement,A,,3550,stockage temporaire de déchets,2473.000,t
5772,0065.06375,47xx,,,,En fonctionnement,,,47xx,,,
5773,0065.06375,1435,,,,En fonctionnement,,,1435,Stations service,500.000,m3
5774,0065.06375,2716,,,,En fonctionnement,,,2716,"Transit, regroupement ou tri de déchets non dangereux non inertes",90.000,m3
5775,0065.06375,2714,,,,En fonctionnement,,,2714,"Transit, regroupement ou tri de déchets non dangereux de papiers/cartons, plastiques, caoutchouc, textiles, bois",90.000,m3
5776,0065.06375,2910,,A,,En fonctionnement,,A,2910,Combustion,0.450,MW
5777,0065.06375,2718,A,1,2008-01-03,En fonctionnement,A,1,2718,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),1420.000,t
5778,0065.06375,2791,A,1,1987-04-22,En fonctionnement,A,c,167,Déchets non dangereux (traitement),0.000,
5780,0065.06375,2711,D,2,,En fonctionnement,D,2,2711,"Transit, regroupement, tri, ...équipements électriques mis au rebut",120.000,m3
5781,0065.06375,2718,A,1,1984-10-11,En fonctionnement,A,a,167,Déchets dangereux ou contenant des substances ou préparations dangereuses (transit ou tri),0.000,
5782,0065.06375,2795,D,2,2008-01-03,En fonctionnement,D,2,2795,"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux",5.000,m3/j
5783,0065.06379,2910,D,2,1997-10-30,En fonctionnement,D,A2,2910,Combustion,6.120,MW
5784,0065.06379,2220,E,a,1997-10-30,En fonctionnement,A,1,2253,Supérieure à 10 t/j ,200000.000,L/j
5785,0065.06379,1414,D,3,1999-10-11,En fonctionnement,D,3,1414,Gaz inflammables liquéfiés (remplissage ou distribution),0.000,
5786,0065.06379,2662,D,b,1997-10-30,En fonctionnement,D,1b,2662,"MATIERES PLASTIQUES, CAOUTCHOUC...(STOCKAGE DE)",0.000,m3
5787,0065.06379,1185,D,,,En fonctionnement,D,a,4802,Quantité susceptible d'être présente,,
5788,0065.06379,3642,A,a,,En fonctionnement,A,2,3642,Production d'aliments à partir de matières premières végétales - capacité > 300 t/j,300.000,t/j
5789,0065.06379,2921,D,b,2005-06-16,En fonctionnement,D,b,2921,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,886.000,kW
5790,0065.06379,1510,E,b,1997-10-30,En fonctionnement,D,2,1510,Entrepot enregistré,37755.000,m3
5791,0065.06383,3260,A,,,En fonctionnement,A,,3260,Traitement de surface,91.000,m3
5792,0065.06383,2575,D,,1991-10-29,En fonctionnement,D,,2575,Emploi de matières abrasives,0.000,kW
5793,0065.06383,2915,D,2,2005-03-01,En fonctionnement,D,2,2915,Chauffage (procédé de) fluide caloporteur organique combustible,0.000,L
5794,0065.06383,1131,D,2c,1991-10-29,En fonctionnement,D,2c,1131,Toxiques (emploi ou stockage),7.140,t
5795,0065.06383,1432,D,b,1991-10-29,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),0.000,m3
5796,0065.06383,2565,E,a,1991-10-29,En fonctionnement,A,2a,2565,Traitement de surface,91000.000,L
5797,0065.06383,2564,E,a,1991-10-29,En fonctionnement,A,1,2564,Supérieur à 1 500 l,3010.000,L
5798,0065.06383,1111,A,2b,1991-10-29,En fonctionnement,A,2b,1111,Très toxiques (emploi ou stockage),0.920,t
5799,0065.06383,2940,E,a,1991-10-29,En fonctionnement,A,2a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",0.000,kg/j
5800,0065.06383,2910,D,2,1991-10-29,En fonctionnement,D,A2,2910,Combustion,17080.000,th/h
5801,0065.06384,2910,,,1814-11-23,En fonctionnement,,,2910,Installation de combustion,1.160,MW
5802,0065.06384,2560,E,1,1934-08-09,En fonctionnement,E,1,2560,Supérieure à 1 000 kW,3868.000,kW
5803,0065.06391,2565,E,a,1989-10-05,En fonctionnement,A,2a,2565,Traitement de surface,12500.000,L
5804,0065.06391,2564,D,b,1814-11-23,En fonctionnement,D,3,2564,"Supérieur à 20 l, mais inférieur ou égal à 1500 l ",0.000,L
5805,0065.06395,2910,E,1,2014-01-01,En fonctionnement,A,1,2910,Combustion,29.000,MW
5806,0065.06395,2910,E,1,1988-03-01,En fonctionnement,A,A1,2910,Combustion,46.500,MW
5807,0065.06395,1432,D,b,2001-11-13,En fonctionnement,D,2b,1432,Liquides inflammables (stockage),74.600,m3
5808,0065.06408,2565,E,a,1990-02-09,En fonctionnement,A,2a,2565,Traitement de surface,13000.000,L
5809,0065.06413,2565,E,a,1990-09-06,En fonctionnement,,1,288,Traitement de surface,9100.000,L
5810,0065.06413,2940,D,b,1990-09-06,En fonctionnement,D,3b,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",90.000,kg/j
5811,0065.06419,3510,A,,,En fonctionnement,A,,3510,Traitement de déchets dangereux,250.000,t/j
5812,0065.06419,2790,A,,1989-05-11,En fonctionnement,A,1b,2790,Traitement de déchets dangereux,300.000,u
5813,0065.06419,3550,A,,,En fonctionnement,A,,3550,stockage temporaire de déchets,280.000,t
5814,0065.06419,2791,A,1,,En fonctionnement,A,1,2791,Déchets non dangereux (traitement),370.000,t/j
5815,0065.06419,2790,A,,1989-05-11,En fonctionnement,A,2,2790,Traitement de déchets dangereux,100000.000,
5816,0065.06419,3532,A,,,En fonctionnement,A,,3532,Valorisation de déchets non dangereux,370.000,t/j
5817,0065.06422,1111,A,2b,1992-02-04,En fonctionnement,A,2b,1111,Très toxiques (emploi ou stockage),2.205,t
5818,0065.06422,2565,E,a,2005-12-08,En fonctionnement,A,2a,2565,Traitement de surface,23600.000,L
5819,0065.06422,1111,D,1c,1992-02-04,En fonctionnement,D,1c,1111,Très toxiques (emploi ou stockage),0.570,t
5820,0065.06422,2564,,,1992-02-04,En fonctionnement,,,2564,"Nettoyage, dégraissage, décapage de surfaces utilisant des liquides organohalogénés ou des solvants organiques",20.000,L
5821,0065.06422,1131,D,2c,1992-02-04,En fonctionnement,D,2c,1131,Toxiques (emploi ou stockage),1.161,t
5822,0065.06431,3260,A,,2002-03-22,En fonctionnement,A,,3260,Traitement de surface,67.800,m3
5823,0065.06431,2565,E,a,2002-03-22,En fonctionnement,A,2a,2565,Traitement de surface,67800.000,L
5824,0065.06431,2921,D,b,1814-11-23,En fonctionnement,D,b,2921,La puissance thermique évacuée maximale étant inférieure à 3 000 kW,762.000,kW
5828,0065.06436,2925,D,1,2005-11-28,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,328.000,kW
5829,0065.06436,1212,D,4b,2007-12-14,En fonctionnement,D,4b,1212,PEROXYDES ORGANIQUES (EMPLOI ET STOCKAGE),1.400,t
5830,0065.06436,1420,D,3,2007-12-14,En fonctionnement,D,3,1420,Amines inflammables liquéfiées (emploi ou stockage),0.199,t
5831,0065.06436,2910,D,2,,En fonctionnement,D,2,2910,Combustion,10.000,MW
5832,0065.06436,1434,D,b,2005-11-28,En fonctionnement,D,1b,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,19.000,m3/h
5833,0065.06436,1175,A,1,2007-12-14,En fonctionnement,A,1,1175,Organohalogénés (emploi de liquides),10000.000,L
5834,0065.06436,1185,D,,2007-12-14,En fonctionnement,D,2a,1185,Quantité susceptible d'être présente,840.000,L
5835,0065.06440,4331,D,3,1814-11-23,En fonctionnement,D,3,4331,Liquides inflammables de catégorie 2 ou catégorie 3,,
5836,0065.06440,4130,D,b,1814-11-23,En fonctionnement,D,b,4130,Toxicité aiguë catégorie 3 pour les voies d'exposition par inhalation,,
5837,0065.06440,4120,A,a,1997-10-31,En fonctionnement,A,a,4120,Toxicité aiguë catégorie 2,,
5838,0065.06440,4110,A,a,1997-10-31,En fonctionnement,A,a,4110,Toxicité aiguë catégorie 1,,
5839,0065.06440,1434,D,b,1814-11-23,En fonctionnement,D,1b,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,3.800,m3/h
5840,0065.06440,1434,D,b,1814-11-23,En fonctionnement,D,b,1434,Liquides inflammables (remplissage ou distribution) autres que 1435,100.000,m3/h
5841,0065.06440,1436,,,1814-11-23,En fonctionnement,,,1436,Liquides combustibles,26.000,t
5842,0065.06440,4511,,,,En fonctionnement,,,4511,Dangereux pour l’environnement aquatique 2,,
5843,0065.06440,4150,,,,En fonctionnement,,,4150,Toxicité spécifique pour certains organes cibles,,
5844,0065.06440,4441,D,2,,En fonctionnement,D,2,4441,"Liquides comburants catégorie 1,2 ou 3",,
5845,0065.06442,2910,E,1,2008-01-10,En fonctionnement,E,1,2910,Combustion,30.000,MW
5846,0065.06442,2910,E,1,2008-01-10,En fonctionnement,A,A1,2910,Combustion,30.000,MW
5847,0065.06444,2560,D,2,1814-11-23,En fonctionnement,D,2,2560,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",220.000,kW
5848,0065.06444,2930,E,a,1991-02-01,En fonctionnement,A,1a,2930,Ateliers de réparation et entretien de véhicules à moteur,20000.000,m2
5849,0065.06444,2925,D,1,1995-05-16,En fonctionnement,D,,2925,Charge d'accumulateurs dégageant de l'hydrogène,359.000,kW
5850,0065.06444,2910,D,2,1994-08-01,En fonctionnement,D,A2,2910,Combustion,8.940,MW
5851,0065.06444,1311,,,1814-11-23,En fonctionnement,,,1311,Produits explosifs (stockage de),0.000,
5852,0065.06445,2716,D,2,1980-01-01,En fonctionnement,D,2,2716,déchets non dangereux non inertes (transit),150.000,m3
5853,0065.06445,47xx,,,,En fonctionnement,,,47xx,,,
5854,0065.06445,2731,A,2,1980-01-01,En fonctionnement,A,,2731,Dépôt ou transit de sous-produits animaux,75000.000,kg
5855,0065.06445,2795,D,2,2011-02-18,En fonctionnement,D,2,2795,"Lavage de fûts, conteneurs,... de substances ou mélanges ou de déchets dangereux",0.000,m3/j
5856,0065.06446,3110,A,,,En fonctionnement,A,A1,2910,Combustion,71.500,MW
5857,0065.06446,1532,D,b,,En fonctionnement,D,3,1532,Stockage bois déclaré,3500.000,m3
5858,0065.06446,3110,A,,,En fonctionnement,A,,3110,Combustion,71.500,MW
5859,0065.06446,2920,D,2b,,En fonctionnement,D,2b,2920,Réfrigération ou compression (installation de) pression >10E5 Pa,95.000,kW
5860,0065.06446,2920,A,,,En fonctionnement,A,1a,2920,Installation de compression,672.000,kW
5861,0065.06452,2565,E,a,1989-09-26,En fonctionnement,A,2a,2565,Traitement de surface,7250.000,L
5862,0065.06453,3520,A,a,1995-04-18,En fonctionnement,A,a,3520,pour les déchets non dangereux,84.000,t/h
5863,0065.06453,2560,D,2,,En fonctionnement,D,2,2560,"Supérieure à 150 kW, mais inférieure ou égale à 1 000 kW",100.000,kW
5864,0065.06453,2771,A,,1995-04-18,En fonctionnement,A,,2771,Traitement thermique de déchets non dangereux,650000.000,
5865,0065.06453,2791,A,1,1995-04-18,En fonctionnement,A,1,2791,Déchets non dangereux (traitement),200.000,t/j
5866,0065.06453,1172,D,3,,En fonctionnement,D,3,1172,DANGEREUX POUR L'ENVIRONNEMENT - A - TRES TOXIQUES (EMPLOI et STOCKAGE),64.000,t
5867,0065.06454,1532,D,b,,En fonctionnement,D,3,1532,Stockage bois déclaré,4800.000,m3
5868,0065.06454,1520,A,1,1987-10-27,En fonctionnement,A,1,1520,"Houille, coke,etc (dépôt)",16000.000,t
5869,0065.06454,3110,A,,2005-10-11,En fonctionnement,A,A1,2910,Combustion,775.000,MW
5870,0065.06454,3110,A,,1814-11-23,En fonctionnement,D,A2,2910,Combustion,5.000,MW
5871,0065.06454,3110,A,,,En fonctionnement,A,,3110,Combustion,775.000,MW
5872,0065.06455,1432,A,a,,En fonctionnement,D,2,253,Liquides inflammables (stockage),0.000,m3
5873,0065.06455,1532,D,b,2015-07-01,En fonctionnement,D,3,1532,Stockage bois déclaré,1140.000,m3
5874,0065.06455,2910,E,1,1990-12-06,En fonctionnement,A,1,2910,Combustion,36.500,MW
5875,0065.06455,2792,D,b,,En fonctionnement,D,A,355,"Déchets PCB/PCT (transit, tri, regroupement)",0.000,L
5876,0065.06456,3110,A,,1998-12-28,En fonctionnement,A,A1,2910,Combustion,63.060,MW
5877,0065.06456,3110,A,,2018-01-01,En fonctionnement,A,,3110,Combustion,63.060,MW
5878,0065.06456,1532,D,b,2018-01-01,En fonctionnement,D,3,1532,Stockage bois déclaré,1980.000,m3
5879,0065.06457,3110,A,,,En fonctionnement,A,1,2910,Combustion,93.800,MW
5880,0065.06457,47xx,,,,En fonctionnement,,,47xx,,,
5881,0065.06457,1532,D,b,2011-10-26,En fonctionnement,D,3,1532,Stockage bois déclaré,2100.000,m3
5882,0065.06457,3110,A,,,En fonctionnement,A,,3110,Combustion,93.800,MW
5883,0065.06463,2910,E,1,2007-03-26,En fonctionnement,A,A1,2910,Combustion,36.600,MW
5884,0065.06466,2565,E,a,1992-08-07,En fonctionnement,A,2a,2565,Traitement de surface,10600.000,L
5885,0065.06467,2565,E,a,1988-07-26,En fonctionnement,A,2a,2565,Traitement de surface,12400.000,L
5886,0065.06473,1220,,,1999-10-29,En fonctionnement,,,1220,Oxygène (emploi et stockage),0.085,
5887,0065.06473,1418,,,1999-10-29,En fonctionnement,,,1418,Acétylène (stockage ou emploi),40.000,
5888,0065.06473,2517,D,2,1968-01-29,En fonctionnement,D,2,2517,Produits minéraux ou déchets non dangereux inertes (transit),22000.000,m3
5889,0065.06473,1172,,,1999-10-29,En fonctionnement,,,1172,DANGEREUX POUR L'ENVIRONNEMENT - TRES TOXIQUES (STOCKAGE ET EMPLOI),8.000,
5890,0065.06473,2915,D,2,1996-07-16,En fonctionnement,D,2,2915,Chauffage (procédé de) fluide caloporteur organique combustible,10000.000,L
5891,0065.06473,1520,A,1,1996-07-16,En fonctionnement,A,1,1520,"Houille, coke,etc (dépôt)",1160.000,t
5892,0065.06473,1175,,,1999-10-29,En fonctionnement,,,1175,Organohalogénés (emploi de liquides),199.000,L
5893,0065.06473,2521,E,a,1968-01-29,En fonctionnement,A,2a,2521,Centrale d'enrobage à froid de plus de 1500 t/j,1680.000,t/j
5894,0065.06473,2521,E,1,1968-01-29,En fonctionnement,A,1,2521,Centrale d'enrobage à chaud,440.000,
5895,0065.06473,2910,E,1,1999-10-29,En fonctionnement,A,A1,2910,Combustion,31.000,MW
5896,0065.06473,2515,E,a,1968-01-29,En fonctionnement,A,1,2515,"Broyage, concassage,...et autres produits minéraux ou déchets non dangereux inertes",360.000,kW
5897,0065.06473,1412,,,1999-10-29,En fonctionnement,,,1412,Gaz inflammables liquéfiés (stockage),0.200,
5898,0065.06473,1611,,,1999-10-29,En fonctionnement,,,1611,"ACIDE ACETIQUE, CHLORHYDRIQUE, FORMIQUE,ETC (EMPLOI OU STOCKAGE)",10.000,
5899,0065.06473,1173,,,1999-10-29,En fonctionnement,,,1173,DANGEREUX POUR L'ENVIRONNEMENT - TOXIQUES (STOCKAGE ET EMPLOI),82.000,
5900,0065.06473,2516,,,1999-10-29,En fonctionnement,,,2516,Station de transit de produits minéraux pulvérulents,228.000,
5901,0065.06473,1630,,,1999-10-29,En fonctionnement,,B,1630,Emploi ou stockage de lessives de soude ou de potasse caustique,1.000,
5902,0065.06473,2640,D,b,1999-10-29,En fonctionnement,D,2b,2640,"Supérieure ou égale à 200 kg/j, mais inférieure à 2 t/j",1.800,t/j
5903,0065.06473,2910,,A,1999-10-29,En fonctionnement,,A,2910,Combustion,1.600,
5904,0065.06473,1435,,,1999-10-29,En fonctionnement,,,1435,Stations service,12.000,
5905,0065.06473,1432,,,1999-10-29,En fonctionnement,,,1432,Liquides inflammables (stockage),2.400,
5906,0065.06477,2567,,,1988-10-18,En fonctionnement,,,2567,"Galvanisation, étamage de métaux",0.000,
5907,0065.06477,2575,D,,1988-10-18,En fonctionnement,D,,2575,Emploi de matières abrasives,0.000,kW
5908,0065.06477,2940,E,a,1988-10-18,En fonctionnement,A,3a,2940,"Vernis, peinture, colle, ... (application, cuisson, séchage)",0.000,kg/j
5909,0065.06477,3260,A,,1988-10-18,En fonctionnement,A,,3260,Traitement de surface,32.000,m3
5910,0065.06477,2565,E,a,1988-10-18,En fonctionnement,A,2a,2565,Traitement de surface,48000.000,L
5911,0065.06481,1185,D,,1985-06-12,En fonctionnement,D,2a,1185,Quantité susceptible d'être présente,0.000,L
